1,0,0.703524167357473,0.8988126147324966,0.7857142857142857
1,1,0.703524167357473,0.8988126147324966,0.7857142857142857
1,2,0.703524167357473,0.8988126147324966,0.7857142857142857
1,3,0.703524167357473,0.8988126147324966,0.7857142857142857
1,4,0.703524167357473,0.8988126147324966,0.7857142857142857
2,0,0.5860942942235247,0.912140474668109,0.6153846153846154
2,1,0.5860942942235247,0.912140474668109,0.6153846153846154
2,2,0.5860942942235247,0.912140474668109,0.6153846153846154
2,3,0.5860942942235247,0.912140474668109,0.6153846153846154
2,4,0.5860942942235247,0.912140474668109,0.6153846153846154
3,0,0.5951158687029661,0.5057339975882179,0.5384615384615384
3,1,0.5951158687029661,0.5057339975882179,0.5384615384615384
3,2,0.5951158687029661,0.5057339975882179,0.5384615384615384
3,3,0.5951158687029661,0.5057339975882179,0.5384615384615384
3,4,0.5951158687029661,0.5057339975882179,0.5384615384615384
